#{"t_start": 1675279747.4962573, "env_id": null}
r,l,t
-5472.022402,500,19.976829
-5310.22642,500,33.935933
-5340.644769,500,48.763466
-5266.333141,500,63.0765
-4329.46181,500,78.043206
-2292.367118,500,92.619037
-1468.584933,500,106.859778
-1319.035931,500,120.734434
-1125.816088,500,134.896011
-799.238431,433,147.048935
-963.429306,500,161.554914
-631.423435,389,172.171019
-652.722076,428,183.413134
-731.463716,500,197.437314
-1060.293994,500,211.628474
-784.721282,500,225.612999
-997.93369,500,239.819316
-1539.9491,500,253.876113
-1650.628451,500,268.062397
-1193.911322,500,282.275976
-940.477949,463,294.80843
-856.277806,478,308.015388
-690.229776,500,321.757866
-686.040704,500,335.753778
-527.7602,428,347.533597
-664.524427,500,361.016927
-611.233082,453,373.390043
-536.176758,423,384.798859
-623.515377,500,397.791075
-582.188655,457,410.42874
-567.84,500,424.763877
-545.3,401,435.647938
-594.042206,500,449.322395
-559.653585,422,460.623256
-654.168088,435,471.870833
-635.920716,500,484.925329
-613.739816,500,498.686558
-635.107275,480,512.280258
-647.811,492,525.8751
-586.47015,473,538.942989
-565.1999,481,552.277053
-567.604158,500,565.862539
-582.1271,473,579.264055
-536.3334,448,590.994374
-523.44,441,603.541603
-512.9312,435,615.133979
-541.19,459,627.691871
-576.548,499,641.657969
-577.12,500,655.148935
-562.571683,467,667.847356
-414.13,332,676.868271
-571.5456,500,690.853771
-572.2645,500,704.573901
-561.6,467,717.3585
-516.17,418,728.846901
-558.8345,500,742.536062
-486.25,386,753.468762
-541.6051,435,765.337249
-610.2381,497,779.239202
-578.034673,450,791.198397
-562.367948,455,803.678322
-599.30099,500,817.242972
-523.065098,411,828.806508
-579.42198,486,841.991087
-649.051259,500,855.836648
-578.650297,478,869.216668
-575.63,494,882.852599
-593.489307,499,896.190551
-532.15,444,908.520569
-583.92,482,921.723436
-596.273795,500,935.268526
-534.89,500,948.921479
-508.150792,400,959.648895
-559.78,500,973.235675
-582.76,479,986.559435
-475.17,392,997.150281
-558.71,500,1010.785192
-501.35,414,1021.858453
-536.32,454,1034.292835
-584.18,500,1047.940081
-541.79,500,1061.864886
-519.588515,439,1073.888973
-572.23,500,1087.185424
-518.22,424,1098.906758
-488.9,402,1110.090077
-595.92,496,1123.685986
-533.28,452,1136.223706
-450.824059,361,1145.926078
-570.6,498,1159.583587
-476.41,382,1170.276521
-515.86,429,1181.94557
-471.53,380,1192.569203
-540.35,480,1205.586196
-559.15,500,1219.331181
-587.08,493,1232.924468
-597.24,500,1246.491717
-543.55,444,1258.559719
-546.19,437,1270.688005
-484.53,399,1281.521122
-552.12,451,1293.936375
-505.86,401,1304.220241
-585.27,500,1318.581359
-603.056436,500,1332.001277
-591.21,500,1345.51466
-436.94,359,1355.422997
-514.02,437,1366.926397
-595.749208,500,1380.612809
-529.91,451,1393.29524
-569.712277,500,1407.371618
-464.14,383,1417.901587
-486.07,387,1428.550892
-489.69,409,1439.719322
-593.602871,492,1453.779991
-578.014451,480,1467.177666
-534.32,452,1479.396361
-559.120396,462,1492.294296
-592.411287,500,1506.103059
-566.16,480,1519.474273
-571.52,463,1532.312519
-586.32,500,1545.54631
-574.36,500,1559.444527
-591.07,500,1573.134248
-585.8,500,1586.490489
-575.8212,500,1599.864731
-561.297822,463,1612.441423
-518.65,438,1624.442356
-572.14,491,1637.992098
-549.88,500,1651.56984
-545.04,459,1664.26571
-536.92,446,1676.707923
-595.16,499,1690.230685
-589.765347,500,1704.435385
-551.95,470,1717.271633
-541.16,500,1730.936926
-541.42,482,1744.425941
-511.63,413,1756.039142
-451.51,365,1765.730996
-592.5,483,1779.124959
-609.4165,500,1792.964586
-587.76,500,1806.325794
-562.01,487,1819.672849
-579.35,500,1833.874178
-475.44,377,1844.241393
-559.2,500,1858.018551
-548.72,500,1871.796864
-483.07,385,1882.686515
-579.55,500,1896.112016
-525.2,434,1908.023372
-579.07,500,1921.535444
-558.71,462,1934.535705
-448.15,363,1944.200928
-487.99,382,1954.778805
-576.34,486,1968.191395
-593.96,500,1981.606909
-521.34,438,1993.64068
